,org,dst,label
221,切,炒め合わせ,0
222,切,調味,0
223,切,水,0
224,切,ひたひた,0
225,切,加え,0
226,切,中央,0
227,切,穴,0
228,切,あけ,0
229,切,ホイル,0
230,切,落としぶた,0
231,切,し,0
232,切,中火,0
233,切,煮,0
234,切,煮汁,0
235,切,少な,0
236,切,な,0
237,切,味,0
238,切,み,0
239,切,砂糖,0
240,切,しょうゆ,0
241,切,味,0
242,切,ととのえ,0
243,切,煮汁,0
244,切,なくな,0
245,切,煮,0
246,じゃがいも,皮,0
247,じゃがいも,む,1
248,じゃがいも,大き,0
249,じゃがいも,4,0
250,じゃがいも,切,0
251,じゃがいも,煮くずれ,0
252,じゃがいも,切り口,0
253,じゃがいも,角,0
254,じゃがいも,削り取,0
255,じゃがいも,面取り,0
256,じゃがいも,玉ねぎ,0
257,じゃがいも,くし形,0
258,じゃがいも,切,0
259,じゃがいも,糸,0
260,じゃがいも,ゆで,0
261,じゃがいも,食べ,0
262,じゃがいも,切,0
263,じゃがいも,鍋,0
264,じゃがいも,サラダ,0
265,じゃがいも,油,0
266,じゃがいも,熱,0
267,じゃがいも,牛肉,0
268,じゃがいも,中火,0
269,じゃがいも,炒め,0
270,じゃがいも,色,0
271,じゃがいも,変わ,0
272,じゃがいも,じゃがいも,0
273,じゃがいも,加え,0
274,じゃがいも,油,0
275,じゃがいも,なじ,0
276,じゃがいも,炒め,0
277,じゃがいも,玉ねぎ,0
278,じゃがいも,糸,0
279,じゃがいも,加え,0
280,じゃがいも,炒め合わせ,0
281,じゃがいも,調味,0
282,じゃがいも,水,0
283,じゃがいも,ひたひた,0
284,じゃがいも,加え,0
285,じゃがいも,中央,0
286,じゃがいも,穴,0
287,じゃがいも,あけ,0
288,じゃがいも,ホイル,0
289,じゃがいも,落としぶた,0
290,じゃがいも,し,0
291,じゃがいも,中火,0
292,じゃがいも,煮,0
293,じゃがいも,煮汁,0
294,じゃがいも,少な,0
295,じゃがいも,な,0
296,じゃがいも,味,0
297,じゃがいも,み,0
298,じゃがいも,砂糖,0
299,じゃがいも,しょうゆ,0
300,じゃがいも,味,0
301,じゃがいも,ととのえ,0
302,じゃがいも,煮汁,0
303,じゃがいも,なくな,0
304,じゃがいも,煮,0
305,皮,む,1
306,皮,大き,0
307,皮,4,0
308,皮,切,0
309,皮,煮くずれ,0
310,皮,切り口,0
311,皮,角,0
312,皮,削り取,0
313,皮,面取り,0
314,皮,玉ねぎ,0
315,皮,くし形,0
316,皮,切,0
317,皮,糸,0
318,皮,ゆで,0
319,皮,食べ,0
320,皮,切,0
321,皮,鍋,0
322,皮,サラダ,0
323,皮,油,0
324,皮,熱,0
325,皮,牛肉,0
326,皮,中火,0
327,皮,炒め,0
328,皮,色,0
329,皮,変わ,0
330,皮,じゃがいも,0
331,皮,加え,0
332,皮,油,0
333,皮,なじ,0
334,皮,炒め,0
335,皮,玉ねぎ,0
336,皮,糸,0
337,皮,加え,0
338,皮,炒め合わせ,0
339,皮,調味,0
340,皮,水,0
341,皮,ひたひた,0
342,皮,加え,0
343,皮,中央,0
344,皮,穴,0
345,皮,あけ,0
346,皮,ホイル,0
347,皮,落としぶた,0
348,皮,し,0
349,皮,中火,0
350,皮,煮,0
351,皮,煮汁,0
352,皮,少な,0
353,皮,な,0
354,皮,味,0
355,皮,み,0
356,皮,砂糖,0
357,皮,しょうゆ,0
358,皮,味,0
359,皮,ととのえ,0
360,皮,煮汁,0
361,皮,なくな,0
362,皮,煮,0
363,む,大き,0
364,む,4,0
365,む,切,1
366,む,煮くずれ,0
367,む,切り口,0
368,む,角,0
369,む,削り取,0
370,む,面取り,0
371,む,玉ねぎ,0
372,む,くし形,0
373,む,切,1
374,む,糸,0
375,む,ゆで,0
376,む,食べ,0
377,む,切,1
378,む,鍋,0
379,む,サラダ,0
380,む,油,0
381,む,熱,0
382,む,牛肉,0
383,む,中火,0
384,む,炒め,0
385,む,色,0
386,む,変わ,0
387,む,じゃがいも,0
388,む,加え,0
389,む,油,0
390,む,なじ,0
391,む,炒め,0
392,む,玉ねぎ,0
393,む,糸,0
394,む,加え,0
395,む,炒め合わせ,0
396,む,調味,0
397,む,水,0
398,む,ひたひた,0
399,む,加え,0
400,む,中央,0
401,む,穴,0
402,む,あけ,0
403,む,ホイル,0
404,む,落としぶた,0
405,む,し,0
406,む,中火,0
407,む,煮,0
408,む,煮汁,0
409,む,少な,0
410,む,な,0
411,む,味,0
412,む,み,0
413,む,砂糖,0
414,む,しょうゆ,0
415,む,味,0
416,む,ととのえ,0
417,む,煮汁,0
418,む,なくな,0
419,む,煮,0
420,大き,4,0
421,大き,切,1
422,大き,煮くずれ,0
423,大き,切り口,0
424,大き,角,0
425,大き,削り取,0
426,大き,面取り,0
427,大き,玉ねぎ,0
428,大き,くし形,0
429,大き,切,1
430,大き,糸,0
431,大き,ゆで,0
432,大き,食べ,0
433,大き,切,1
434,大き,鍋,0
435,大き,サラダ,0
436,大き,油,0
437,大き,熱,0
438,大き,牛肉,0
439,大き,中火,0
440,大き,炒め,0
441,大き,色,0
442,大き,変わ,0
443,大き,じゃがいも,0
444,大き,加え,0
445,大き,油,0
446,大き,なじ,0
447,大き,炒め,0
448,大き,玉ねぎ,0
449,大き,糸,0
450,大き,加え,0
451,大き,炒め合わせ,0
452,大き,調味,0
453,大き,水,0
454,大き,ひたひた,0
455,大き,加え,0
456,大き,中央,0
457,大き,穴,0
458,大き,あけ,0
459,大き,ホイル,0
460,大き,落としぶた,0
461,大き,し,0
462,大き,中火,0
463,大き,煮,0
464,大き,煮汁,0
465,大き,少な,0
466,大き,な,0
467,大き,味,0
468,大き,み,0
469,大き,砂糖,0
470,大き,しょうゆ,0
471,大き,味,0
472,大き,ととのえ,0
473,大き,煮汁,0
474,大き,なくな,0
475,大き,煮,0
476,4,切,1
477,4,煮くずれ,0
478,4,切り口,0
479,4,角,0
480,4,削り取,0
481,4,面取り,0
482,4,玉ねぎ,0
483,4,くし形,0
484,4,切,1
485,4,糸,0
486,4,ゆで,0
487,4,食べ,0
488,4,切,1
489,4,鍋,0
490,4,サラダ,0
491,4,油,0
492,4,熱,0
493,4,牛肉,0
494,4,中火,0
495,4,炒め,0
496,4,色,0
497,4,変わ,0
498,4,じゃがいも,0
499,4,加え,0
500,4,油,0
501,4,なじ,0
502,4,炒め,0
503,4,玉ねぎ,0
504,4,糸,0
505,4,加え,0
506,4,炒め合わせ,0
507,4,調味,0
508,4,水,0
509,4,ひたひた,0
510,4,加え,0
511,4,中央,0
512,4,穴,0
513,4,あけ,0
514,4,ホイル,0
515,4,落としぶた,0
516,4,し,0
517,4,中火,0
518,4,煮,0
519,4,煮汁,0
520,4,少な,0
521,4,な,0
522,4,味,0
523,4,み,0
524,4,砂糖,0
525,4,しょうゆ,0
526,4,味,0
527,4,ととのえ,0
528,4,煮汁,0
529,4,なくな,0
530,4,煮,0
531,切,煮くずれ,0
532,切,切り口,0
533,切,角,0
534,切,削り取,1
535,切,面取り,0
536,切,玉ねぎ,0
537,切,くし形,0
538,切,切,0
539,切,糸,0
540,切,ゆで,0
541,切,食べ,0
542,切,切,0
543,切,鍋,0
544,切,サラダ,0
545,切,油,0
546,切,熱,0
547,切,牛肉,0
548,切,中火,0
549,切,炒め,0
550,切,色,0
551,切,変わ,0
552,切,じゃがいも,0
553,切,加え,0
554,切,油,0
555,切,なじ,0
556,切,炒め,0
557,切,玉ねぎ,0
558,切,糸,0
559,切,加え,0
560,切,炒め合わせ,0
561,切,調味,0
562,切,水,0
563,切,ひたひた,0
564,切,加え,0
565,切,中央,0
566,切,穴,0
567,切,あけ,0
568,切,ホイル,0
569,切,落としぶた,0
570,切,し,0
571,切,中火,0
572,切,煮,0
573,切,煮汁,0
574,切,少な,0
575,切,な,0
576,切,味,0
577,切,み,0
578,切,砂糖,0
579,切,しょうゆ,0
580,切,味,0
581,切,ととのえ,0
582,切,煮汁,0
583,切,なくな,0
584,切,煮,0
585,煮くずれ,切り口,0
586,煮くずれ,角,0
587,煮くずれ,削り取,1
588,煮くずれ,面取り,0
589,煮くずれ,玉ねぎ,0
590,煮くずれ,くし形,0
591,煮くずれ,切,0
592,煮くずれ,糸,0
593,煮くずれ,ゆで,0
594,煮くずれ,食べ,0
595,煮くずれ,切,0
596,煮くずれ,鍋,0
597,煮くずれ,サラダ,0
598,煮くずれ,油,0
599,煮くずれ,熱,0
600,煮くずれ,牛肉,0
601,煮くずれ,中火,0
602,煮くずれ,炒め,0
603,煮くずれ,色,0
604,煮くずれ,変わ,0
605,煮くずれ,じゃがいも,0
606,煮くずれ,加え,0
607,煮くずれ,油,0
608,煮くずれ,なじ,0
609,煮くずれ,炒め,0
610,煮くずれ,玉ねぎ,0
611,煮くずれ,糸,0
612,煮くずれ,加え,0
613,煮くずれ,炒め合わせ,0
614,煮くずれ,調味,0
615,煮くずれ,水,0
616,煮くずれ,ひたひた,0
617,煮くずれ,加え,0
618,煮くずれ,中央,0
619,煮くずれ,穴,0
620,煮くずれ,あけ,0
621,煮くずれ,ホイル,0
622,煮くずれ,落としぶた,0
623,煮くずれ,し,0
624,煮くずれ,中火,0
625,煮くずれ,煮,0
626,煮くずれ,煮汁,0
627,煮くずれ,少な,0
628,煮くずれ,な,0
629,煮くずれ,味,0
630,煮くずれ,み,0
631,煮くずれ,砂糖,0
632,煮くずれ,しょうゆ,0
633,煮くずれ,味,0
634,煮くずれ,ととのえ,0
635,煮くずれ,煮汁,0
636,煮くずれ,なくな,0
637,煮くずれ,煮,0
638,切り口,角,0
639,切り口,削り取,1
640,切り口,面取り,0
641,切り口,玉ねぎ,0
642,切り口,くし形,0
643,切り口,切,0
644,切り口,糸,0
645,切り口,ゆで,0
646,切り口,食べ,0
647,切り口,切,0
648,切り口,鍋,0
649,切り口,サラダ,0
650,切り口,油,0
651,切り口,熱,0
652,切り口,牛肉,0
653,切り口,中火,0
654,切り口,炒め,0
655,切り口,色,0
656,切り口,変わ,0
657,切り口,じゃがいも,0
658,切り口,加え,0
659,切り口,油,0
660,切り口,なじ,0
661,切り口,炒め,0
662,切り口,玉ねぎ,0
663,切り口,糸,0
664,切り口,加え,0
665,切り口,炒め合わせ,0
666,切り口,調味,0
667,切り口,水,0
668,切り口,ひたひた,0
669,切り口,加え,0
670,切り口,中央,0
671,切り口,穴,0
672,切り口,あけ,0
673,切り口,ホイル,0
674,切り口,落としぶた,0
675,切り口,し,0
676,切り口,中火,0
677,切り口,煮,0
678,切り口,煮汁,0
679,切り口,少な,0
680,切り口,な,0
681,切り口,味,0
682,切り口,み,0
683,切り口,砂糖,0
684,切り口,しょうゆ,0
685,切り口,味,0
686,切り口,ととのえ,0
687,切り口,煮汁,0
688,切り口,なくな,0
689,切り口,煮,0
690,角,削り取,1
691,角,面取り,0
692,角,玉ねぎ,0
693,角,くし形,0
694,角,切,0
695,角,糸,0
696,角,ゆで,0
697,角,食べ,0
698,角,切,0
699,角,鍋,0
700,角,サラダ,0
701,角,油,0
702,角,熱,0
703,角,牛肉,0
704,角,中火,0
705,角,炒め,0
706,角,色,0
707,角,変わ,0
708,角,じゃがいも,0
709,角,加え,0
710,角,油,0
711,角,なじ,0
712,角,炒め,0
713,角,玉ねぎ,0
714,角,糸,0
715,角,加え,0
716,角,炒め合わせ,0
717,角,調味,0
718,角,水,0
719,角,ひたひた,0
720,角,加え,0
721,角,中央,0
722,角,穴,0
723,角,あけ,0
724,角,ホイル,0
725,角,落としぶた,0
726,角,し,0
727,角,中火,0
728,角,煮,0
729,角,煮汁,0
730,角,少な,0
731,角,な,0
732,角,味,0
733,角,み,0
734,角,砂糖,0
735,角,しょうゆ,0
736,角,味,0
737,角,ととのえ,0
738,角,煮汁,0
739,角,なくな,0
740,角,煮,0
741,削り取,面取り,1
742,削り取,玉ねぎ,0
743,削り取,くし形,0
744,削り取,切,0
745,削り取,糸,0
746,削り取,ゆで,0
747,削り取,食べ,0
748,削り取,切,0
749,削り取,鍋,0
750,削り取,サラダ,0
751,削り取,油,0
752,削り取,熱,0
753,削り取,牛肉,0
754,削り取,中火,0
755,削り取,炒め,0
756,削り取,色,0
757,削り取,変わ,0
758,削り取,じゃがいも,0
759,削り取,加え,0
760,削り取,油,0
761,削り取,なじ,0
762,削り取,炒め,0
763,削り取,玉ねぎ,0
764,削り取,糸,0
765,削り取,加え,0
766,削り取,炒め合わせ,0
767,削り取,調味,0
768,削り取,水,0
769,削り取,ひたひた,0
770,削り取,加え,0
771,削り取,中央,0
772,削り取,穴,0
773,削り取,あけ,0
774,削り取,ホイル,0
775,削り取,落としぶた,0
776,削り取,し,0
777,削り取,中火,0
778,削り取,煮,0
779,削り取,煮汁,0
780,削り取,少な,0
781,削り取,な,0
782,削り取,味,0
783,削り取,み,0
784,削り取,砂糖,0
785,削り取,しょうゆ,0
786,削り取,味,0
787,削り取,ととのえ,0
788,削り取,煮汁,0
789,削り取,なくな,0
790,削り取,煮,0
791,面取り,玉ねぎ,0
792,面取り,くし形,0
793,面取り,切,0
794,面取り,糸,0
795,面取り,ゆで,0
796,面取り,食べ,0
797,面取り,切,0
798,面取り,鍋,0
799,面取り,サラダ,0
800,面取り,油,0
801,面取り,熱,0
802,面取り,牛肉,0
803,面取り,中火,0
804,面取り,炒め,0
805,面取り,色,0
806,面取り,変わ,0
807,面取り,じゃがいも,1
808,面取り,加え,0
809,面取り,油,0
810,面取り,なじ,0
811,面取り,炒め,0
812,面取り,玉ねぎ,0
813,面取り,糸,0
814,面取り,加え,0
815,面取り,炒め合わせ,0
816,面取り,調味,0
817,面取り,水,0
818,面取り,ひたひた,0
819,面取り,加え,0
820,面取り,中央,0
821,面取り,穴,0
822,面取り,あけ,0
823,面取り,ホイル,0
824,面取り,落としぶた,0
825,面取り,し,0
826,面取り,中火,0
827,面取り,煮,0
828,面取り,煮汁,0
829,面取り,少な,0
830,面取り,な,0
831,面取り,味,0
832,面取り,み,0
833,面取り,砂糖,0
834,面取り,しょうゆ,0
835,面取り,味,0
836,面取り,ととのえ,0
837,面取り,煮汁,0
838,面取り,なくな,0
839,面取り,煮,0
840,玉ねぎ,くし形,0
841,玉ねぎ,切,1
842,玉ねぎ,糸,0
843,玉ねぎ,ゆで,0
844,玉ねぎ,食べ,0
845,玉ねぎ,切,1
846,玉ねぎ,鍋,0
847,玉ねぎ,サラダ,0
848,玉ねぎ,油,0
849,玉ねぎ,熱,0
850,玉ねぎ,牛肉,0
851,玉ねぎ,中火,0
852,玉ねぎ,炒め,0
853,玉ねぎ,色,0
854,玉ねぎ,変わ,0
855,玉ねぎ,じゃがいも,0
856,玉ねぎ,加え,0
857,玉ねぎ,油,0
858,玉ねぎ,なじ,0
859,玉ねぎ,炒め,0
860,玉ねぎ,玉ねぎ,0
861,玉ねぎ,糸,0
862,玉ねぎ,加え,0
863,玉ねぎ,炒め合わせ,0
864,玉ねぎ,調味,0
865,玉ねぎ,水,0
866,玉ねぎ,ひたひた,0
867,玉ねぎ,加え,0
868,玉ねぎ,中央,0
869,玉ねぎ,穴,0
870,玉ねぎ,あけ,0
871,玉ねぎ,ホイル,0
872,玉ねぎ,落としぶた,0
873,玉ねぎ,し,0
874,玉ねぎ,中火,0
875,玉ねぎ,煮,0
876,玉ねぎ,煮汁,0
877,玉ねぎ,少な,0
878,玉ねぎ,な,0
879,玉ねぎ,味,0
880,玉ねぎ,み,0
881,玉ねぎ,砂糖,0
882,玉ねぎ,しょうゆ,0
883,玉ねぎ,味,0
884,玉ねぎ,ととのえ,0
885,玉ねぎ,煮汁,0
886,玉ねぎ,なくな,0
887,玉ねぎ,煮,0
888,くし形,切,1
889,くし形,糸,0
890,くし形,ゆで,0
891,くし形,食べ,0
892,くし形,切,1
893,くし形,鍋,0
894,くし形,サラダ,0
895,くし形,油,0
896,くし形,熱,0
897,くし形,牛肉,0
898,くし形,中火,0
899,くし形,炒め,0
900,くし形,色,0
901,くし形,変わ,0
902,くし形,じゃがいも,0
903,くし形,加え,0
904,くし形,油,0
905,くし形,なじ,0
906,くし形,炒め,0
907,くし形,玉ねぎ,0
908,くし形,糸,0
909,くし形,加え,0
910,くし形,炒め合わせ,0
911,くし形,調味,0
912,くし形,水,0
913,くし形,ひたひた,0
914,くし形,加え,0
915,くし形,中央,0
916,くし形,穴,0
917,くし形,あけ,0
918,くし形,ホイル,0
919,くし形,落としぶた,0
920,くし形,し,0
921,くし形,中火,0
922,くし形,煮,0
923,くし形,煮汁,0
924,くし形,少な,0
925,くし形,な,0
926,くし形,味,0
927,くし形,み,0
928,くし形,砂糖,0
929,くし形,しょうゆ,0
930,くし形,味,0
931,くし形,ととのえ,0
932,くし形,煮汁,0
933,くし形,なくな,0
934,くし形,煮,0
935,切,糸,0
936,切,ゆで,0
937,切,食べ,0
938,切,切,0
939,切,鍋,0
940,切,サラダ,0
941,切,油,0
942,切,熱,0
943,切,牛肉,0
944,切,中火,0
945,切,炒め,0
946,切,色,0
947,切,変わ,0
948,切,じゃがいも,0
949,切,加え,0
950,切,油,0
951,切,なじ,0
952,切,炒め,0
953,切,玉ねぎ,1
954,切,糸,0
955,切,加え,0
956,切,炒め合わせ,0
957,切,調味,0
958,切,水,0
959,切,ひたひた,0
960,切,加え,0
961,切,中央,0
962,切,穴,0
963,切,あけ,0
964,切,ホイル,0
965,切,落としぶた,0
966,切,し,0
967,切,中火,0
968,切,煮,0
969,切,煮汁,0
970,切,少な,0
971,切,な,0
972,切,味,0
973,切,み,0
974,切,砂糖,0
975,切,しょうゆ,0
976,切,味,0
977,切,ととのえ,0
978,切,煮汁,0
979,切,なくな,0
980,切,煮,0
981,糸,ゆで,1
982,糸,食べ,0
983,糸,切,0
984,糸,鍋,0
985,糸,サラダ,0
986,糸,油,0
987,糸,熱,0
988,糸,牛肉,0
989,糸,中火,0
990,糸,炒め,0
991,糸,色,0
992,糸,変わ,0
993,糸,じゃがいも,0
994,糸,加え,0
995,糸,油,0
996,糸,なじ,0
997,糸,炒め,0
998,糸,玉ねぎ,0
999,糸,糸,0
1000,糸,加え,0
1001,糸,炒め合わせ,0
1002,糸,調味,0
1003,糸,水,0
1004,糸,ひたひた,0
1005,糸,加え,0
1006,糸,中央,0
1007,糸,穴,0
1008,糸,あけ,0
1009,糸,ホイル,0
1010,糸,落としぶた,0
1011,糸,し,0
1012,糸,中火,0
1013,糸,煮,0
1014,糸,煮汁,0
1015,糸,少な,0
1016,糸,な,0
1017,糸,味,0
1018,糸,み,0
1019,糸,砂糖,0
1020,糸,しょうゆ,0
1021,糸,味,0
1022,糸,ととのえ,0
1023,糸,煮汁,0
1024,糸,なくな,0
1025,糸,煮,0
1026,ゆで,食べ,0
1027,ゆで,切,1
1028,ゆで,鍋,0
1029,ゆで,サラダ,0
1030,ゆで,油,0
1031,ゆで,熱,0
1032,ゆで,牛肉,0
1033,ゆで,中火,0
1034,ゆで,炒め,0
1035,ゆで,色,0
1036,ゆで,変わ,0
1037,ゆで,じゃがいも,0
1038,ゆで,加え,0
1039,ゆで,油,0
1040,ゆで,なじ,0
1041,ゆで,炒め,0
1042,ゆで,玉ねぎ,0
1043,ゆで,糸,0
1044,ゆで,加え,0
1045,ゆで,炒め合わせ,0
1046,ゆで,調味,0
1047,ゆで,水,0
1048,ゆで,ひたひた,0
1049,ゆで,加え,0
1050,ゆで,中央,0
1051,ゆで,穴,0
1052,ゆで,あけ,0
1053,ゆで,ホイル,0
1054,ゆで,落としぶた,0
1055,ゆで,し,0
1056,ゆで,中火,0
1057,ゆで,煮,0
1058,ゆで,煮汁,0
1059,ゆで,少な,0
1060,ゆで,な,0
1061,ゆで,味,0
1062,ゆで,み,0
1063,ゆで,砂糖,0
1064,ゆで,しょうゆ,0
1065,ゆで,味,0
1066,ゆで,ととのえ,0
1067,ゆで,煮汁,0
1068,ゆで,なくな,0
1069,ゆで,煮,0
1070,食べ,切,1
1071,食べ,鍋,0
1072,食べ,サラダ,0
1073,食べ,油,0
1074,食べ,熱,0
1075,食べ,牛肉,0
1076,食べ,中火,0
1077,食べ,炒め,0
1078,食べ,色,0
1079,食べ,変わ,0
1080,食べ,じゃがいも,0
1081,食べ,加え,0
1082,食べ,油,0
1083,食べ,なじ,0
1084,食べ,炒め,0
1085,食べ,玉ねぎ,0
1086,食べ,糸,0
1087,食べ,加え,0
1088,食べ,炒め合わせ,0
1089,食べ,調味,0
1090,食べ,水,0
1091,食べ,ひたひた,0
1092,食べ,加え,0
1093,食べ,中央,0
1094,食べ,穴,0
1095,食べ,あけ,0
1096,食べ,ホイル,0
1097,食べ,落としぶた,0
1098,食べ,し,0
1099,食べ,中火,0
1100,食べ,煮,0
1101,食べ,煮汁,0
1102,食べ,少な,0
1103,食べ,な,0
1104,食べ,味,0
1105,食べ,み,0
1106,食べ,砂糖,0
1107,食べ,しょうゆ,0
1108,食べ,味,0
1109,食べ,ととのえ,0
1110,食べ,煮汁,0
1111,食べ,なくな,0
1112,食べ,煮,0
1113,切,鍋,0
1114,切,サラダ,0
1115,切,油,0
1116,切,熱,0
1117,切,牛肉,0
1118,切,中火,0
1119,切,炒め,0
1120,切,色,0
1121,切,変わ,0
1122,切,じゃがいも,0
1123,切,加え,0
1124,切,油,0
1125,切,なじ,0
1126,切,炒め,0
1127,切,玉ねぎ,0
1128,切,糸,1
1129,切,加え,0
1130,切,炒め合わせ,0
1131,切,調味,0
1132,切,水,0
1133,切,ひたひた,0
1134,切,加え,0
1135,切,中央,0
1136,切,穴,0
1137,切,あけ,0
1138,切,ホイル,0
1139,切,落としぶた,0
1140,切,し,0
1141,切,中火,0
1142,切,煮,0
1143,切,煮汁,0
1144,切,少な,0
1145,切,な,0
1146,切,味,0
1147,切,み,0
1148,切,砂糖,0
1149,切,しょうゆ,0
1150,切,味,0
1151,切,ととのえ,0
1152,切,煮汁,0
1153,切,なくな,0
1154,切,煮,0
1155,鍋,サラダ,0
1156,鍋,油,0
1157,鍋,熱,1
1158,鍋,牛肉,0
1159,鍋,中火,0
1160,鍋,炒め,0
1161,鍋,色,0
1162,鍋,変わ,0
1163,鍋,じゃがいも,0
1164,鍋,加え,0
1165,鍋,油,0
1166,鍋,なじ,0
1167,鍋,炒め,0
1168,鍋,玉ねぎ,0
1169,鍋,糸,0
1170,鍋,加え,0
1171,鍋,炒め合わせ,0
1172,鍋,調味,0
1173,鍋,水,0
1174,鍋,ひたひた,0
1175,鍋,加え,0
1176,鍋,中央,0
1177,鍋,穴,0
1178,鍋,あけ,0
1179,鍋,ホイル,0
1180,鍋,落としぶた,0
1181,鍋,し,0
1182,鍋,中火,0
1183,鍋,煮,0
1184,鍋,煮汁,0
1185,鍋,少な,0
1186,鍋,な,0
1187,鍋,味,0
1188,鍋,み,0
1189,鍋,砂糖,0
1190,鍋,しょうゆ,0
1191,鍋,味,0
1192,鍋,ととのえ,0
1193,鍋,煮汁,0
1194,鍋,なくな,0
1195,鍋,煮,0
1196,サラダ,油,1
1197,サラダ,熱,0
1198,サラダ,牛肉,0
1199,サラダ,中火,0
