,number,new_word,new_tag,Targ,dependency_dst,arclabel
261,261-00-000,肉汁,F,,捨て,F-comp
263,263-00-000,捨て,Ac,,かけ,Targ
267,267-00-000,強火,T,,かけ,T-comp
269,269-00-000,かけ,Ac,,加え,Targ
271,271-00-000,赤,F,,ワイン,F-eq
272,272-00-000,ワイン,F,,加え,F-comp
273,273-00-000,大さじ,Q,,1,other-mod
274,274-00-000,1,F,,加え,Targ
276,276-00-000,加え,Ac,,さ,Targ
278,278-00-000,ひと,Ac,,煮立ち,other-mod
279,279-00-000,煮立ち,Ac,,さ,Agent
280,280-00-000,さ,Ac,,とば,Agent
283,283-00-000,アルコール,D,,分,other-mod
284,284-00-000,分,Sf,,とば,Agent
286,286-00-000,とば,Ac,,つ,V-tm
290,290-00-000,火,Sf,,つ,Targ
292,292-00-000,つ,Af,,取り出,Targ
297,297-00-000,アルコール,D,,分,other-mod
298,298-00-000,分,Af,,なくな,Agent
300,300-00-000,なくな,Af,,取り出,V-tm
303,303-00-000,消え,Af,,取り出,V-tm
307,307-00-000,あわて,Sf,,取り出,V-tm
313,313-00-000,ハンバーグ,F,,取り出,F-comp
315,315-00-000,取り出,Ac,,盛,Targ
318,318-00-000,皿,T,,盛,T-comp
320,320-00-000,盛,Ac,,ハンバーグ,F-eq
323,323-00-000,フライパン,T,,かけ,T-comp
325,325-00-000,残,Ac,,汁,other-mod
328,328-00-000,汁,F,,かけ,F-comp
331,331-00-000,強火,T,,かけ,T-comp
333,333-00-000,かけ,Ac,,加え,Targ
335,335-00-000,ケチャップ,F,,加え,F-comp
336,336-00-000,大さじ,Q,,加え,Targ
339,339-00-000,ウスター,F,,加え,F-comp
341,341-00-000,大さじ,Q,,2,other-mod
342,342-00-000,2,F,,加え,Targ
344,344-00-000,粒,F,,マスタード,other-mod
345,345-00-000,マスタード,F,,加え,Targ
346,346-00-000,小さじ,Q,,1,other-mod
347,347-00-000,1,F,,混ぜ,Targ
349,349-00-000,加え,Ac,,混ぜ,Targ
351,351-00-000,混ぜ,Ac,,煮立て,Targ
353,353-00-000,煮立て,Ac,,かけ,Targ
355,355-00-000,とろみ,Sf,,つ,Agent
357,357-00-000,つ,Af,,かけ,V-tm
361,361-00-000,ハンバーグ,T,,かけ,F-comp
