,number,new_word,new_tag,Targ,dependency_dst,arclabel
296,296-00-000,粉,F,,加え,Targ
298,298-00-000,加え,Ac,,、,other-mod
299,299-00-000,、,Ac,,混ぜ,other-mod
300,300-00-000,木べら,T,,混ぜ,T-comp
304,304-00-000,混ぜ,Ac,,つけ,Targ
307,307-00-000,2,Q,,つけ,V-tm
309,309-00-000,サラサラッ,F,,状態,other-mod
313,313-00-000,状態,F,,つけ,V-tm
315,315-00-000,な,Af,,つけ,V-tm
318,318-00-000,細か,Sf,,泡,other-mod
320,320-00-000,泡,Sf,,立,other-mod
322,322-00-000,立,Af,,つけ,V-tm
328,328-00-000,焦が,Ac,,つけ,V-tm
330,330-00-000,な,Af,,な,V-tm
336,336-00-000,つけ,Ac,,炒め,V-tm
338,338-00-000,炒め,Ac,,続け,Targ
339,339-00-000,続け,Ac,,炒め,Targ
342,342-00-000,しっかり,Sf,,炒め,V-tm
343,343-00-000,炒め,Ac,,な,Targ
350,350-00-000,粉,F,,だま,other-mod
356,356-00-000,だま,Sf,,な,Targ
358,358-00-000,な,Af,,にく,other-mod
360,360-00-000,にく,Sf,,な,other-mod
362,362-00-000,な,Af,,混ぜ,Targ
367,367-00-000,木べら,T,,混ぜ,T-comp
369,369-00-000,混ぜ,Ac,,休め,Targ
371,371-00-000,手,T,,休め,Targ
373,373-00-000,休め,Ac,,加え,Targ
377,377-00-000,牛乳,F,,加え,Targ
382,382-00-000,加え,Ac,,て,Targ
383,383-00-000,て,Ac,,入れ,Targ
387,387-00-000,牛乳,F,,入れ,Targ
389,389-00-000,入れ,Ac,,替え,Targ
394,394-00-000,木べら,T,,替え,T-comp
396,396-00-000,泡立て,T,,器,T-eq
397,397-00-000,器,F,,替え,Targ
399,399-00-000,替え,Ac,,混ぜ,Targ
401,401-00-000,なめらか,Sf,,な,V-tm
403,403-00-000,な,Af,,混ぜ,V-tm
408,408-00-000,混ぜ,Ac,,加え,Targ
414,414-00-000,つ,Af,,加え,Targ
418,418-00-000,塩,F,,加え,Targ
420,420-00-000,こしょう,F,,加え,Targ
422,422-00-000,加え,Ac,,て,Targ
423,423-00-000,て,Ac,,調味,Targ
424,424-00-000,調味,Ac,,つ,Targ
427,427-00-000,とろみ,Sf,,調味,V-tm
429,429-00-000,つ,Af,,調味,V-tm
433,433-00-000,調味,Ac,,替え,Targ
437,437-00-000,味,Sf,,しっかり,Agent
439,439-00-000,しっかり,Sf,,なじ,V-tm
441,441-00-000,なじ,Ac,,替え,V-tm
446,446-00-000,泡立て,T,,替え,T-comp
447,447-00-000,器,F,,替え,T-comp
450,450-00-000,木べら,T,,替え,T-comp
452,452-00-000,替え,Ac,,こす,Targ
454,454-00-000,鍋,T,,底,T-part-of
456,456-00-000,底,F,,こす,Targ
458,458-00-000,側面,F,,こす,Targ
460,460-00-000,こす,Ac,,混ぜ,Targ
464,464-00-000,全体,F,,混ぜ,Targ
467,467-00-000,な,Af,,混ぜ,V-tm
469,469-00-000,混ぜ,Ac,,煮つめ,Targ
472,472-00-000,とろり,Sf,,煮つめ,V-tm
476,476-00-000,煮つめ,Ac,,すく,Targ
479,479-00-000,木べら,T,,すく,T-comp
481,481-00-000,すく,Ac,,な,V-tm
492,492-00-000,残,Af,,な,V-tm
496,496-00-000,な,Af,,止め,V-tm
501,501-00-000,火,T,,止め,Targ
503,503-00-000,止め,Ac,,熱,Targ
506,506-00-000,ホワイト,F,,熱,Targ
509,509-00-000,熱,Sf,,合わせ,V-tm
516,516-00-000,具,F,,合わせ,Targ
518,518-00-000,合わせ,Ac,,,
