,number,new_word,new_tag,Targ,dependency_dst,arclabel
549,549-00-000,右側,F,,し,Dest
551,551-00-000,上,Sf,,し,Dest
553,553-00-000,し,Ac,,立て,A-eq
555,555-00-000,ロール,F,,キャベツ,F-eq
556,556-00-000,キャベツ,Sf,,立て,F-comp
558,558-00-000,立て,Ac,,余,Agent
560,560-00-000,余,Ac,,詰め込,F-comp
563,563-00-000,葉,F,,詰め込,T-comp
568,568-00-000,詰め込,Ac,,し,A-eq
571,571-00-000,残り,Q,,し,A-eq
573,573-00-000,同様,Sf,,し,A-eq
575,575-00-000,し,Ac,,作,Targ
577,577-00-000,作,Ac,,ゆで,Targ
580,580-00-000,キャベツ,F,,葉,other-mod
582,582-00-000,葉,F,,ゆで,Targ
584,584-00-000,ゆで,Ac,,並べ,Targ
586,586-00-000,フライパン,T,,並べ,T-comp
588,588-00-000,ロール,F,,キャベツ,F-eq
589,589-00-000,キャベツ,F,,並べ,F-comp
591,591-00-000,すきま,Ac,,並べ,Dest
594,594-00-000,並べ,Ac,,回し入れ,Targ
597,597-00-000,水,F,,回し入れ,F-comp
598,598-00-000,1,Q,,1,other-mod
600,600-00-000,1,Sf,,2,other-mod
602,602-00-000,2,Q,,カップ,other-mod
603,603-00-000,カップ,F,,回し入れ,T-comp
605,605-00-000,回し入れ,Ac,,散ら,Targ
607,607-00-000,スープ,F,,素,F-eq
609,609-00-000,素,Ac,,散ら,Targ
611,611-00-000,ベーコン,F,,散ら,F-comp
613,613-00-000,全体,F,,散ら,Dest
615,615-00-000,散ら,Ac,,かけ,Targ
618,618-00-000,中火,T,,かけ,T-comp
620,620-00-000,かけ,Ac,,し,A-eq
623,623-00-000,煮立,Af,,し,Agent
626,626-00-000,弱火,St,,し,V-tm
628,628-00-000,し,Ac,,し,A-eq
630,630-00-000,ふた,T,,し,T-comp
632,632-00-000,し,Ac,,煮,Targ
634,634-00-000,30,D,,分,other-mod
637,637-00-000,分,Ac,,煮,V-tm
638,638-00-000,煮,Ac,,ととのえ,Targ
641,641-00-000,塩,F,,ととのえ,Dest
643,643-00-000,こしょう,F,,ととのえ,Dest
645,645-00-000,少々,Q,,ととのえ,Dest
647,647-00-000,味,Sf,,ととのえ,Targ
649,649-00-000,ととのえ,Ac,,仕上げ,Targ
651,651-00-000,仕上げ,Ac,,食べ,Targ
656,656-00-000,食べ,Ac,,盛りつけ,other-mod
659,659-00-000,分,F,,盛りつけ,other-mod
661,661-00-000,盛りつけ,Ac,,盛,Targ
664,664-00-000,1人,D,,分,other-mod
665,665-00-000,分,Q,,盛,other-mod
666,666-00-000,2,Q,,ロール,other-mod
670,670-00-000,ロール,F,,盛,F-comp
673,673-00-000,スープ,F,,盛,F-comp
675,675-00-000,全量,F,,盛,Targ
677,677-00-000,等分,T,,盛,Dest
679,679-00-000,器,T,,盛,T-comp
681,681-00-000,盛,Ac,,散ら,Targ
686,686-00-000,パセリ,F,,散ら,F-comp
688,688-00-000,みじん,Ac,,切り,other-mod
689,689-00-000,切り,F,,散ら,Dest
691,691-00-000,散ら,Ac,,参照,Targ
694,694-00-000,残,Af,,参照,V-tm
697,697-00-000,8,F,,個,other-mod
698,698-00-000,個,F,,保存,Targ
701,701-00-000,下記,F,,参照,Targ
703,703-00-000,参照,Ac,,保存,Dest
706,706-00-000,冷凍,F,,保存,Dest
