Unnamed: 0,number,new_word,new_tag,Agent,Targ,Dest,F-comp,T-comp,F-eq,F-part-of,F-set,T-eq,T-part-of,V-eq,V-tm,other-mod,dependnecy_dst,arclabel
139,005-01-045,溶か,Ac,,147,,,,,,,,,,,,加え,
142,006-00-000,鍋,T,,147,,,,,,,,,,,,加え,
144,006-00-002,生,F,,145,,,,,,,,,,,,クリーム,
145,006-00-003,クリーム,F,,147,,,,,,,,,,,,加え,
147,006-00-005,加え,Ac,,158,,,,,,,,,,,,加え,
148,006-00-006,とろみ,Sf,,150,,,,,,,,,,,,つ,
150,006-00-008,つ,Af,,158,,,,,,,,,,,,加え,
156,006-00-014,身,F,,158,,,,,,,,,,,,加え,
158,006-00-016,加え,Ac,,165,,,,,,,,,,,,止め,
159,006-00-017,一,Ac,,165,,,,,,,,,,,,止め,
160,006-00-018,煮立ち,Ac,,165,,,,,,,,,,,,止め,
161,006-00-019,さ,Ac,,165,,,,,,,,,,,,止め,
162,006-00-020,せ,Ac,,165,,,,,,,,,,,,止め,
163,006-00-021,火,T,,165,,,,,,,,,,,,止め,
165,006-00-023,止め,Ac,,174,,,,,,,,,,,,盛り付け,
170,007-00-002,クラムチャウダー,F,,174,,,,,,,,,,,,盛り付け,
172,007-00-004,器,T,,174,,,,,,,,,,,,盛り付け,
174,007-00-006,盛り付け,Ac,,181,,,,,,,,,,,,散ら,
179,007-00-011,パセリ,F,,181,,,,,,,,,,,,散ら,
181,007-00-013,散ら,Ac,,-1,,,,,,,,,,,,,
