,number,new_word,new_tag,Targ,dependency_dst,arclabel
176,176-00-000,入れ,Ac,,熱,Targ
178,178-00-000,中火,T,,熱,Targ
180,180-00-000,熱,Ac,,なじ,Targ
183,183-00-000,油,F,,なじ,Targ
185,185-00-000,なじ,Af,,入れ,V-tm
189,189-00-000,肉,F,,入れ,Targ
191,191-00-000,へこ,Ac,,ほう,other-mod
195,195-00-000,ほう,F,,入れ,Targ
197,197-00-000,上,Sf,,入れ,Dest
201,201-00-000,入れ,Ac,,焼,Targ
203,203-00-000,強火,T,,焼,Dest
207,207-00-000,焼,Ac,,裏返,Targ
213,213-00-000,焼き色,F,,裏返,V-tm
215,215-00-000,つ,Af,,裏返,V-tm
218,218-00-000,裏返,Ac,,焼,Targ
221,221-00-000,弱火,St,,焼,Dest
225,225-00-000,ふた,T,,焼,V-tm
229,229-00-000,5,D,,焼,V-tm
233,233-00-000,焼,Ac,,止め,Targ
236,236-00-000,表面,F,,出,V-tm
240,240-00-000,汁,F,,止め,V-tm
242,242-00-000,出,Af,,止め,V-tm
245,245-00-000,指,T,,さわ,V-tm
247,247-00-000,さわ,Ac,,捨て,V-tm
252,252-00-000,弾力,F,,あ,V-tm
254,254-00-000,あ,Af,,止め,V-tm
257,257-00-000,火,Sf,,止め,Targ
259,259-00-000,止め,Ac,,捨て,Targ
261,261-00-000,肉汁,F,,捨て,Targ
263,263-00-000,捨て,Ac,,かけ,Targ
267,267-00-000,強火,T,,かけ,Dest
269,269-00-000,かけ,Ac,,加え,Targ
271,271-00-000,赤,F,,ワイン,F-eq
272,272-00-000,ワイン,F,,加え,Targ
273,273-00-000,大さじ,Q,,1,other-mod
274,274-00-000,1,F,,加え,Targ
276,276-00-000,加え,Ac,,て,Targ
277,277-00-000,て,Ac,,さ,Targ
278,278-00-000,ひと,Ac,,煮立ち,other-mod
279,279-00-000,煮立ち,Ac,,さ,Targ
280,280-00-000,さ,Ac,,とば,Targ
283,283-00-000,アルコール,D,,とば,V-tm
286,286-00-000,とば,Ac,,なくな,V-tm
290,290-00-000,火,Sf,,つ,V-tm
292,292-00-000,つ,Af,,なくな,V-tm
297,297-00-000,アルコール,D,,なくな,V-tm
300,300-00-000,なくな,Af,,取り出,V-tm
303,303-00-000,消え,Af,,取り出,V-tm
307,307-00-000,あわて,Sf,,取り出,V-tm
313,313-00-000,ハンバーグ,T,,取り出,Targ
315,315-00-000,取り出,Ac,,盛,Targ
318,318-00-000,皿,T,,盛,Dest
320,320-00-000,盛,Ac,,加え,Targ
323,323-00-000,フライパン,T,,かけ,Dest
325,325-00-000,残,Ac,,汁,F-eq
328,328-00-000,汁,F,,かけ,Targ
331,331-00-000,強火,T,,かけ,Dest
333,333-00-000,かけ,Ac,,加え,Targ
335,335-00-000,ケチャップ,F,,大さじ,other-mod
336,336-00-000,大さじ,Q,,2,other-mod
337,337-00-000,2,F,,加え,other-mod
339,339-00-000,ウスター,F,,大さじ,other-mod
341,341-00-000,大さじ,Q,,2,other-mod
342,342-00-000,2,F,,加え,other-mod
344,344-00-000,粒,F,,マスタード,F-eq
345,345-00-000,マスタード,F,,小さじ,other-mod
346,346-00-000,小さじ,Q,,1,other-mod
347,347-00-000,1,F,,加え,Targ
349,349-00-000,加え,Ac,,て,Targ
350,350-00-000,て,Ac,,混ぜ,Targ
351,351-00-000,混ぜ,Ac,,煮立て,Targ
353,353-00-000,煮立て,Ac,,かけ,Targ
355,355-00-000,とろみ,Sf,,かけ,V-tm
357,357-00-000,つ,Af,,かけ,V-tm
361,361-00-000,ハンバーグ,T,,かけ,Dest
363,363-00-000,かけ,Ac,,,
