,number,new_word,new_tag,Targ,dependency_dst,arclabel
114,114-00-000,はが,Ac,,取れ,Targ
123,123-00-000,粗熱,Sf,,取れ,V-tm
125,125-00-000,取れ,Af,,入れ,Targ
129,129-00-000,しん,Ac,,入れ,V-tm
133,133-00-000,包丁,T,,刃先,T-part-of
135,135-00-000,刃先,T,,入れ,T-comp
137,137-00-000,切り込み,F,,入れ,Targ
139,139-00-000,入れ,Ac,,くりぬ,Targ
141,141-00-000,堅,Sf,,くりぬ,Targ
147,147-00-000,くりぬ,Ac,,入れ,Targ
150,150-00-000,外側,F,,葉,other-mod
152,152-00-000,葉,F,,入れ,Targ
157,157-00-000,中,F,,白,other-mod
161,161-00-000,白,F,,葉,other-mod
164,164-00-000,葉,F,,入れ,Targ
167,167-00-000,1,Sf,,枚,other-mod
168,168-00-000,枚,F,,入れ,Targ
176,176-00-000,直径,Sf,,26,other-mod
177,177-00-000,26,Sf,,cm,other-mod
178,178-00-000,cm,Sf,,入れ,Targ
181,181-00-000,フライパン,T,,入れ,T-comp
183,183-00-000,たっぷり,Q,,入れ,V-tm
185,185-00-000,水,F,,入れ,Targ
187,187-00-000,入れ,Ac,,かけ,Targ
189,189-00-000,中火,T,,かけ,Dest
191,191-00-000,かけ,Ac,,る,Targ
192,192-00-000,る,Ac,,沸騰,Targ
194,194-00-000,沸騰,Af,,入れ,Targ
198,198-00-000,キャベツ,Ac,,入れ,Targ
200,200-00-000,葉,F,,3,other-mod
201,201-00-000,3,F,,枚,other-mod
204,204-00-000,枚,F,,入れ,Targ
206,206-00-000,入れ,Ac,,ゆで,Targ
208,208-00-000,緑,F,,しんなり,V-tm
210,210-00-000,鮮やか,Sf,,しんなり,V-tm
215,215-00-000,しんなり,Af,,ゆで,V-tm
218,218-00-000,2,Q,,分,other-mod
220,220-00-000,3,F,,分,other-mod
221,221-00-000,分,Q,,ゆで,V-tm
222,222-00-000,ゆで,Ac,,持,Targ
225,225-00-000,葉,F,,持,Targ
227,227-00-000,破れ,Af,,持,V-tm
232,232-00-000,しん,Ac,,持,Targ
236,236-00-000,菜箸,T,,持,T-comp
238,238-00-000,持,Ac,,上げ,Targ
241,241-00-000,ざる,T,,上げ,T-comp
243,243-00-000,上げ,Ac,,繰り返,Targ
246,246-00-000,これ,F,,繰り返,Targ
248,248-00-000,繰り返,Ac,,はが,Targ
251,251-00-000,はが,Ac,,ゆで,Targ
254,254-00-000,葉,F,,ゆで,Targ
255,255-00-000,すべて,F,,ゆで,Targ
257,257-00-000,ゆで,Ac,,取,Targ
259,259-00-000,粗熱,Sf,,取,Targ
261,261-00-000,取,Ac,,作,Targ
266,266-00-000,作,Ac,,選,Targ
271,271-00-000,葉,F,,選,Targ
274,274-00-000,なるべく,Sf,,選,Targ
276,276-00-000,葉,F,,12,other-mod
277,277-00-000,12,Sf,,枚,other-mod
278,278-00-000,枚,F,,選,Targ
280,280-00-000,選,Ac,,とれ,Targ
284,284-00-000,葉,F,,12,other-mod
286,286-00-000,12,Sf,,枚,other-mod
287,287-00-000,枚,F,,とれ,Targ
288,288-00-000,とれ,Ac,,組み合わせ,Targ
294,294-00-000,小さな,Ac,,葉,F-part-of
295,295-00-000,葉,F,,2,other-mod
296,296-00-000,2,Q,,枚,other-mod
297,297-00-000,枚,F,,組み合わせ,Targ
299,299-00-000,組み合わせ,Ac,,そぎ取,Targ
301,301-00-000,一,Ac,,枚,other-mod
302,302-00-000,枚,F,,そぎ取,Targ
306,306-00-000,それぞれ,F,,そぎ取,Targ
309,309-00-000,厚,Sf,,そぎ取,V-tm
313,313-00-000,包丁,T,,そぎ取,T-comp
315,315-00-000,そぎ取,Af,,なくな,V-tm
322,322-00-000,堅,Sf,,なくな,V-tm
326,326-00-000,なくな,Af,,包,V-tm
329,329-00-000,たね,Ac,,包,Targ
331,331-00-000,包,Ac,,ゆで,Targ
338,338-00-000,そぎ取,Af,,ゆで,Targ
344,344-00-000,【,Ac,,ゆで,other-mod
345,345-00-000,3,F,,ゆで,other-mod
348,348-00-000,ゆで,Ac,,切り,Targ
350,350-00-000,白,F,,葉,other-mod
352,352-00-000,葉,F,,切り,Targ
354,354-00-000,みじん,Ac,,切り,other-mod
355,355-00-000,切り,F,,絞,Targ
359,359-00-000,水け,F,,絞,Targ
363,363-00-000,絞,Ac,,入れ,Targ
366,366-00-000,ボール,T,,入れ,T-comp
368,368-00-000,ひき肉,F,,入れ,Targ
370,370-00-000,入れ,Ac,,割り入れ,Targ
372,372-00-000,卵,F,,割り入れ,Targ
374,374-00-000,割り入れ,Ac,,加え,Targ
376,376-00-000,片栗粉,F,,加え,Targ
377,377-00-000,大さじ,Q,,1,other-mod
378,378-00-000,1,Sf,,加え,Targ
380,380-00-000,塩,F,,加え,other-mod
381,381-00-000,小さじ,Q,,2,other-mod
382,382-00-000,2,Q,,3,other-mod
384,384-00-000,3,F,,加え,Targ
386,386-00-000,こしょう,F,,少々,other-mod
387,387-00-000,少々,Q,,加え,Targ
389,389-00-000,加え,Ac,,練り混ぜ,Targ
392,392-00-000,粘り,Sf,,出,V-tm
394,394-00-000,出,Af,,練り混ぜ,V-tm
397,397-00-000,手,T,,練り混ぜ,Dest
399,399-00-000,練り混ぜ,Ac,,切り,Targ
402,402-00-000,玉ねぎ,F,,切り,Targ
405,405-00-000,【,Ac,,切り,other-mod
409,409-00-000,みじん,Ac,,切り,other-mod
410,410-00-000,切り,F,,絞,Targ
417,417-00-000,一,Ac,,絞,other-mod
419,419-00-000,水け,F,,絞,Targ
421,421-00-000,絞,Ac,,絞,Targ
425,425-00-000,加え,Ac,,なじ,Agent
427,427-00-000,全体,F,,なじ,Agent
429,429-00-000,なじ,Af,,混ぜ合わせ,V-tm
432,432-00-000,混ぜ合わせ,Ac,,まとめ,Targ
435,435-00-000,12,Sf,,等分,other-mod
436,436-00-000,等分,T,,まとめ,Targ
441,441-00-000,それぞれ,F,,まとめ,Targ
443,443-00-000,たわら,Sf,,形,other-mod
444,444-00-000,形,F,,まとめ,Targ
446,446-00-000,まとめ,Ac,,拭,Targ
449,449-00-000,ペーパー,F,,タオル,T-eq
450,450-00-000,タオル,T,,拭,Targ
453,453-00-000,水け,F,,拭,Targ
455,455-00-000,拭,Ac,,広げ,Targ
460,460-00-000,葉,F,,1,other-mod
461,461-00-000,1,Sf,,枚,other-mod
462,462-00-000,枚,F,,広げ,Targ
465,465-00-000,まな板,F,,広げ,Dest
467,467-00-000,広げ,Ac,,使,Targ
471,471-00-000,葉,F,,2,other-mod
472,472-00-000,2,Q,,枚,other-mod
473,473-00-000,枚,F,,一,other-mod
475,475-00-000,一,Ac,,使,Targ
480,480-00-000,使,Ac,,重ね,Targ
485,485-00-000,2,Q,,枚,other-mod
486,486-00-000,枚,F,,重ね,Targ
489,489-00-000,重ね,Ac,,並べ,Targ
491,491-00-000,縦,Sf,,並べ,Dest
493,493-00-000,並べ,Ac,,使,Targ
495,495-00-000,使,Ac,,置,Targ
506,506-00-000,1,Sf,,置,Targ
510,510-00-000,しん,Ac,,置,Targ
515,515-00-000,手前,F,,置,Dest
517,517-00-000,置,Ac,,巻き,Targ
520,520-00-000,手前,F,,巻き,Dest
522,522-00-000,ひと,Ac,,巻き,Targ
523,523-00-000,巻き,Ac,,折,Targ
526,526-00-000,葉,F,,折,Targ
528,528-00-000,左側,F,,折,Dest
530,530-00-000,内側,Sf,,折,Dest
532,532-00-000,折,Ac,,巻,Targ
540,540-00-000,すきま,Ac,,巻,V-tm
544,544-00-000,くるくる,Ac,,巻,Targ
546,546-00-000,巻,Ac,,立て,Targ
549,549-00-000,右側,F,,上,other-mod
551,551-00-000,上,Sf,,立て,Dest
555,555-00-000,ロール,F,,立て,Targ
558,558-00-000,立て,Ac,,詰め込,Targ
560,560-00-000,余,Ac,,詰め込,Targ
563,563-00-000,葉,F,,詰め込,Targ
565,565-00-000,すきま,Ac,,詰め込,Targ
568,568-00-000,詰め込,Ac,,作,Targ
571,571-00-000,残り,Q,,作,Targ
573,573-00-000,同様,Sf,,作,Targ
577,577-00-000,作,Ac,,ゆで,Targ
582,582-00-000,葉,F,,ゆで,Targ
584,584-00-000,ゆで,Ac,,並べ,Targ
586,586-00-000,フライパン,T,,並べ,T-comp
588,588-00-000,ロール,F,,並べ,Targ
591,591-00-000,すきま,Ac,,並べ,Targ
594,594-00-000,並べ,Ac,,回し入れ,Targ
597,597-00-000,水,F,,回し入れ,Targ
598,598-00-000,1,Sf,,1,other-mod
600,600-00-000,1,Sf,,2,other-mod
602,602-00-000,2,Q,,カップ,other-mod
603,603-00-000,カップ,F,,回し入れ,Targ
605,605-00-000,回し入れ,Ac,,散ら,Targ
607,607-00-000,スープ,F,,素,F-eq
609,609-00-000,素,Ac,,散ら,Targ
611,611-00-000,ベーコン,F,,散ら,Targ
613,613-00-000,全体,F,,散ら,Dest
615,615-00-000,散ら,Ac,,かけ,Targ
618,618-00-000,中火,T,,かけ,Dest
620,620-00-000,かけ,Ac,,る,Targ
621,621-00-000,る,Ac,,煮,Targ
623,623-00-000,煮立,Af,,煮,Targ
626,626-00-000,弱火,St,,煮,Dest
630,630-00-000,ふた,T,,煮,V-tm
634,634-00-000,30,D,,分,other-mod
637,637-00-000,分,Q,,煮,V-tm
638,638-00-000,煮,Ac,,ととのえ,Targ
641,641-00-000,塩,F,,ととのえ,Targ
643,643-00-000,こしょう,F,,ととのえ,Targ
645,645-00-000,少々,Q,,ととのえ,Targ
647,647-00-000,味,Sf,,ととのえ,Targ
649,649-00-000,ととのえ,Ac,,仕上げ,Targ
651,651-00-000,仕上げ,Ac,,盛りつけ,Targ
656,656-00-000,食べ,Ac,,盛りつけ,other-mod
659,659-00-000,分,Q,,盛りつけ,other-mod
661,661-00-000,盛りつけ,Ac,,盛,other-mod
664,664-00-000,1人,D,,分,other-mod
665,665-00-000,分,Q,,盛,Targ
666,666-00-000,2,Q,,ロール,other-mod
670,670-00-000,ロール,F,,盛,Targ
673,673-00-000,スープ,F,,盛,Targ
675,675-00-000,全量,F,,盛,Targ
677,677-00-000,等分,T,,盛,Dest
679,679-00-000,器,T,,盛,Dest
681,681-00-000,盛,Ac,,切り,Targ
684,684-00-000,あれ,Ac,,切り,Targ
686,686-00-000,パセリ,F,,切り,Targ
688,688-00-000,みじん,Ac,,切り,other-mod
689,689-00-000,切り,F,,散ら,Targ
691,691-00-000,散ら,Ac,,保存,Targ
694,694-00-000,残,Ac,,保存,Targ
697,697-00-000,8,F,,保存,V-tm
701,701-00-000,下記,F,,保存,other-mod
703,703-00-000,参照,Ac,,保存,other-mod
706,706-00-000,冷凍,T,,保存,other-mod
707,707-00-000,保存,T,,,
